,kmeans,gauss,archetype
0,0.5620488741558849,0.8247152243193039,normal_highlyvariable
1,0.48610233764681077,0.7633043834804174,nonnormal_highlyvariable
2,0.28119784083167015,0.7225427405258344,heavytails_med_highlyvariable
3,0.16917052463920026,0.21214591112055084,heavytails_hard_highlyvariable
4,0.04271857315645544,0.2723867009727512,heavytails_hardhard_highlyvariable
5,0.5639884109487614,0.8210830123505588,normal_highlyvariable
6,0.39645646098792686,0.5982589685069063,nonnormal_highlyvariable
7,0.4471250103671934,0.5860166427714625,heavytails_med_highlyvariable
8,0.14276549979553477,0.354660623172083,heavytails_hard_highlyvariable
9,0.0161685542582628,0.24680578196489764,heavytails_hardhard_highlyvariable
10,0.6310596543724539,0.8290604060978222,normal_highlyvariable
11,0.5032757624055786,0.6105969251810163,nonnormal_highlyvariable
12,0.36091173221822676,0.6597006395990775,heavytails_med_highlyvariable
13,0.12926771124298733,0.3880259321281376,heavytails_hard_highlyvariable
14,-0.0017778860789286058,0.15346782983234983,heavytails_hardhard_highlyvariable
15,0.40793962528759714,0.6958417751606927,normal_highlyvariable
16,0.4109800475019305,0.6639976020136489,nonnormal_highlyvariable
17,0.32272620299511895,0.6496521400809147,heavytails_med_highlyvariable
18,0.08059862353535684,0.27714378389816013,heavytails_hard_highlyvariable
19,0.06153092443075872,0.16000917154851776,heavytails_hardhard_highlyvariable
20,0.6109034630324054,0.8089406057423907,normal_highlyvariable
21,0.49227048075778773,0.7280116276725949,nonnormal_highlyvariable
22,0.4549783025348312,0.553379010586549,heavytails_med_highlyvariable
23,0.15137415947599173,0.2213865331590362,heavytails_hard_highlyvariable
24,0.021343871535148197,0.13177865573332223,heavytails_hardhard_highlyvariable
25,0.5797597904049366,0.7319236189817533,normal_highlyvariable
26,0.44265296986807834,0.7538292032437485,nonnormal_highlyvariable
27,0.3561398313966936,0.5956421484488666,heavytails_med_highlyvariable
28,0.1265496697003889,0.29921524686748013,heavytails_hard_highlyvariable
29,0.08893237307649454,0.2596310823518525,heavytails_hardhard_highlyvariable
30,0.4979411753656714,0.8288048572647708,normal_highlyvariable
31,0.47630119651237146,0.7012183031854233,nonnormal_highlyvariable
32,0.42125948463689666,0.6733889252967677,heavytails_med_highlyvariable
33,0.14418288729195608,0.31328808739860636,heavytails_hard_highlyvariable
34,0.07269870607093189,0.22978964974297522,heavytails_hardhard_highlyvariable
35,0.526910296614202,0.7315934955080138,normal_highlyvariable
36,0.5165829266862942,0.6564817133069872,nonnormal_highlyvariable
37,0.3993255384405503,0.6422933295816865,heavytails_med_highlyvariable
38,0.18442419783375744,0.39544279237103813,heavytails_hard_highlyvariable
39,0.07032893608274085,0.15913266026481,heavytails_hardhard_highlyvariable
40,0.5595061725692325,0.7987011138405319,normal_highlyvariable
41,0.3595353896774877,0.7090823233825433,nonnormal_highlyvariable
42,0.4225328383622758,0.7767301688215165,heavytails_med_highlyvariable
43,0.2399251573177526,0.22721131302770364,heavytails_hard_highlyvariable
44,0.08675960258456795,0.22025405583162133,heavytails_hardhard_highlyvariable
45,0.5724462986535048,0.6877439643082236,normal_highlyvariable
46,0.454805051886387,0.6429721190899705,nonnormal_highlyvariable
47,0.440145524639042,0.6791540101495447,heavytails_med_highlyvariable
48,0.05979360014806754,0.2929804395784141,heavytails_hard_highlyvariable
49,0.005244952199320917,0.14145589679794277,heavytails_hardhard_highlyvariable
50,0.6461763724543044,0.8052223151037453,normal_highlyvariable
51,0.4983360732440041,0.6486526642347998,nonnormal_highlyvariable
52,0.4625619459772872,0.6204276143430338,heavytails_med_highlyvariable
53,0.3169737457038545,0.34008049362917986,heavytails_hard_highlyvariable
54,0.12209807737843063,0.2632224908976105,heavytails_hardhard_highlyvariable
55,0.6888788992980217,0.8037187417935503,normal_highlyvariable
56,0.4468598726531611,0.5994680791072884,nonnormal_highlyvariable
57,0.38982802985368253,0.570376442495722,heavytails_med_highlyvariable
58,0.16665827300748687,0.4394034021214709,heavytails_hard_highlyvariable
59,0.07598113795439379,0.19812577891432834,heavytails_hardhard_highlyvariable
