,kmeans,gauss,archetype
0,0.5641462692996314,0.8102251122952445,normal_highlyvariable
1,0.3697763970451518,0.6595962358359608,nonnormal_highlyvariable
2,0.44271537820676804,0.6061320136402517,heavytails_med_highlyvariable
3,0.15148518338285194,0.3819572643408953,heavytails_hard_highlyvariable
4,0.03703858969288208,0.1272745877339126,heavytails_hardhard_highlyvariable
5,0.623068144036713,0.8099421162576864,normal_highlyvariable
6,0.5127022105298508,0.7318419287525004,nonnormal_highlyvariable
7,0.4552765661355523,0.7196364718364834,heavytails_med_highlyvariable
8,0.27276138705560266,0.39580454434487333,heavytails_hard_highlyvariable
9,0.02378146928765809,0.25278494154965575,heavytails_hardhard_highlyvariable
10,0.5987623405137952,0.8878248679123393,normal_highlyvariable
11,0.4716610119355853,0.6995108283586985,nonnormal_highlyvariable
12,0.4805521311286655,0.7019391499798696,heavytails_med_highlyvariable
13,0.2632961433894284,0.3743722883578579,heavytails_hard_highlyvariable
14,0.07636668018331894,0.2132260194587657,heavytails_hardhard_highlyvariable
15,0.5630624582144333,0.7220303147982582,normal_highlyvariable
16,0.5933608370471423,0.8685324211746834,nonnormal_highlyvariable
17,0.4961079717677593,0.7961680543693503,heavytails_med_highlyvariable
18,0.2836781142212611,0.4993171093320185,heavytails_hard_highlyvariable
19,0.02601953415471998,0.11015589981960826,heavytails_hardhard_highlyvariable
20,0.5994183918288302,0.822410874774669,normal_highlyvariable
21,0.5467067747181781,0.6800632556887166,nonnormal_highlyvariable
22,0.4844721944173321,0.7681528146908616,heavytails_med_highlyvariable
23,0.2016176697264932,0.43066479506444477,heavytails_hard_highlyvariable
24,-0.001605346641099162,0.1398280575607349,heavytails_hardhard_highlyvariable
25,0.5574056370673818,0.896609618757715,normal_highlyvariable
26,0.42416323952016455,0.7727647662739531,nonnormal_highlyvariable
27,0.6205684829786994,0.761715937520437,heavytails_med_highlyvariable
28,0.21981704634739674,0.3513913006688229,heavytails_hard_highlyvariable
29,0.12119400400402335,0.268345603959162,heavytails_hardhard_highlyvariable
30,0.5985358214718536,0.8491647960148956,normal_highlyvariable
31,0.5456012622501141,0.686747866998832,nonnormal_highlyvariable
32,0.38297934282517543,0.5992515166591378,heavytails_med_highlyvariable
33,0.42854597916431914,0.5055842223172508,heavytails_hard_highlyvariable
34,0.05873613397804987,0.20271238954132398,heavytails_hardhard_highlyvariable
35,0.6392082131346518,0.7821367386657123,normal_highlyvariable
36,0.44583243179368526,0.623949593705706,nonnormal_highlyvariable
37,0.41345807933852474,0.7043483799909879,heavytails_med_highlyvariable
38,0.1433909861382628,0.3405733920871408,heavytails_hard_highlyvariable
39,0.0808906576914799,0.19207612171874686,heavytails_hardhard_highlyvariable
40,0.6307534221585346,0.8158166189541062,normal_highlyvariable
41,0.4089696254934844,0.6363114163598775,nonnormal_highlyvariable
