overlap,k,dim,samples_per_cluster,aspect_r,aspect_mm,radius_mm,min_o_exact,max_o_exact,min_o_lda,max_o_lda,min_o_heuristic,max_o_heuristic,ami_kmeans
0.0006223721290165733,30,100,100,1.9400124751341656,1.6617847491016429,3.29304148995932,0.0005917713756971033,0.0006344505543769419,0.0006076426457515272,0.0006348920800702818,0.0007589198152693211,0.0009191592163151352,0.8250018782079396
0.0006223721290165733,30,100,250,3.9467778281576904,6.589428658284172,9.927064221469948,0.0004985554729777242,0.000625547678397842,0.0006069986520196302,0.0006270351590027534,0.0013061926652211397,0.006142708089329485,0.7296323125294166
0.0006223721290165733,30,500,100,8.28675877046114,2.5749201215165995,3.2757586767197187,0.0004372441945452721,0.0006373962830754643,0.0006068329904167502,0.0006378688174815128,0.001532392750853262,0.008482823570207021,0.32887716084870644
0.0006223721290165733,30,500,250,9.89468707726687,5.0277326133947335,5.5241301462864785,0.00042891704939518327,0.0006349234901410483,0.0006078421198028039,0.0006362987129264752,0.004425852508847861,0.0872725012565918,0.3264830682324203
0.0007510741050362316,5,10,100,8.126496593974206,1.344469172328801,9.301847937286903,0.0006968899909058912,0.0007391224217752068,0.0007354992503258995,0.000767343874383819,0.010480251845149668,0.03717505054009074,0.6611421531132791
0.0007510741050362316,5,10,250,8.747046903262387,2.6980843880480263,8.134047209409186,0.0005641755442913343,0.000767116450525851,0.0007401165757234818,0.0007672799402773656,0.007614228827580893,0.09777875937602976,0.7083770464002077
0.0007510741050362316,5,100,100,9.160829836444105,2.652943689622286,7.362542100151023,0.0006954450144562863,0.0007580287839235034,0.0007433836818653283,0.0007648094526375715,0.012658065906955951,0.043262033000073696,0.4721191944520511
0.0007510741050362316,5,100,250,4.53823477972268,4.538871773590756,8.59819248274842,0.0007111183472821025,0.0007660450933235641,0.0007371824727768761,0.0007663087646114786,0.011652816546160683,0.05873031695332109,0.5722204190008493
0.0007510741050362316,5,500,100,2.1304165854068975,3.480801774223611,1.5838259129451433,0.0007338249438810784,0.0007642734634334403,0.0007399076274934302,0.0007647808711521709,0.0011100162548483006,0.0011909099487701358,0.6152681814558772
0.0007510741050362316,5,500,250,1.3479792850820547,4.198861973063552,4.859163763824523,0.0007291633427231048,0.0007626270003535662,0.0007323080378929259,0.0007673116042086203,0.000861421871700685,0.0008727440836682199,0.7616298530455577
0.0007510741050362316,10,10,100,1.4349515694951824,2.7621888216380337,1.447193736032887,0.0007389882935158187,0.0007666577599745317,0.0007399244171670816,0.0007666937509642757,0.0007798265586125286,0.0010309812204978286,0.9748179123937666
0.0007510741050362316,10,10,250,4.9760098879158585,6.782789230780087,7.160310875029447,0.0006504396896327425,0.0007659891788818207,0.0007331666158647554,0.000767480594866754,0.0007479434385142536,0.020593426694167194,0.8612733780627763
0.0007510741050362316,10,100,100,5.707957012052693,9.201989731920182,8.395283776223987,0.0006768006899506851,0.000764955540185408,0.0007327494553182046,0.0007693779823108038,0.00410440201876372,0.048082475491339816,0.6784065561445473
0.0007510741050362316,10,100,250,6.3863405102620066,2.6145985945981143,4.554770724057119,0.0006004989635228775,0.0007524428793419524,0.0007378562984337034,0.0007658801242325097,0.0028594833057216107,0.013747661026671576,0.7182994355700668
0.0007510741050362316,10,500,100,4.0605729554642975,9.934537091758624,5.129969242493665,0.000666183122191466,0.0007577045471067745,0.0007330591563941002,0.0007646731527120032,0.002724513471124901,0.004943609180887432,0.32855542288292794
0.0007510741050362316,10,500,250,9.893497151943832,1.9862545631400712,7.474296067234203,0.0006701691002604093,0.000766233757292456,0.0007331814448492402,0.0007664928722730391,0.01381483041210707,0.035426644854700484,0.26102009894327427
0.0007510741050362316,30,10,100,9.077808236969101,4.755201533386419,9.024949092287459,0.0004121940367574073,0.0007688147765951836,0.0007327434879986772,0.0007689541551587631,0.0014452375664417705,0.07016861817591202,0.8108166487752624
0.0007510741050362316,30,10,250,9.771929635177074,6.651313118621705,4.634025493548513,0.0003151643977330476,0.0007632522306280087,0.000733457389488823,0.0007675334353791641,0.0012712684290678844,0.21587945065508807,0.8282432367920461
0.0007510741050362316,30,100,100,6.2730134069023755,1.6630921371055551,4.807000402230885,0.0005909462031059576,0.0007613775039512216,0.0007324779140571724,0.00076662461006749,0.0019153073528572762,0.014509636796233627,0.5862653297700691
0.0007510741050362316,30,100,250,8.488684597523866,9.714833906746328,5.54027058201233,0.0003803651979119582,0.0007672561593257132,0.0007329653157026605,0.0007672577063768671,0.002883229936847309,0.032817072293564564,0.5599450012992679
0.0007510741050362316,30,500,100,2.5494292700157875,5.595749018290139,6.395446256643215,0.0006886291933434485,0.0007614812386187442,0.0007325344712540982,0.0007673778516912311,0.0010023789491602209,0.0018500676958175255,0.42512612673516226
0.0007510741050362316,30,500,250,6.069758133241464,1.7453221384600857,4.398028001784304,0.000619364006234191,0.0007606507948625385,0.000733506880598922,0.0007666829036476752,0.003252649038763211,0.00921855430975671,0.33183352593074145
0.0009063907025324946,5,10,100,6.345300962253676,4.671008989660117,6.690579504770367,0.0008683602279699887,0.0009064215360901073,0.0009151830803229011,0.0009261222901704169,0.00877737583017102,0.1316761392470347,0.7956017439135542
0.0009063907025324946,5,10,250,1.9839589438389376,4.238089886209565,4.874961505232559,0.0008471791697262088,0.0009223759193874859,0.0008838101333814574,0.0009279160070123638,0.0014610647307018443,0.0028052458729350693,0.9617488921038955
0.0009063907025324946,5,100,100,7.544316235406813,9.492700719393286,4.278038884240673,0.0008807084355801909,0.0009030529208213789,0.0008944607529528525,0.0009141002340227189,0.023006447806377173,0.11497501058823212,0.5238194253801064
0.0009063907025324946,5,100,250,6.428970749424092,6.203615293270162,2.995263836470762,0.0008792823944783201,0.0009192242372921822,0.0008889241643434964,0.0009201526229474233,0.003011153810558831,0.01137767767988307,0.5976179890476814
0.0009063907025324946,5,500,100,4.586956021834734,5.772121128851152,2.5046603059503205,0.000884597006914456,0.000911037701982087,0.0008895720444845878,0.0009186173453874513,0.0050907058649491965,0.007539741943458411,0.18044657133901323
0.0009063907025324946,5,500,250,1.0980179729296,6.185302016352032,8.975301492412981,0.0008840078154770392,0.0009283172576253218,0.0008841963157391053,0.000929028826363254,0.0009033339238420091,0.0009421037624879336,0.7022804577291453
0.0009063907025324946,10,10,100,5.530328673938692,9.154287822332916,9.352002794144626,0.0008555437506698738,0.0009225921530311432,0.0008861187834274808,0.0009234893805913913,0.004625481890711658,0.13006242905517418,0.8268236866552156
0.0009063907025324946,10,10,250,8.505502595591718,2.843988878382634,1.9577623508493818,0.0007364124533313365,0.0009141324706285481,0.0008887932800152321,0.0009255334032238771,0.001416883733368346,0.05255468903896965,0.8791480448651176
0.0009063907025324946,10,100,100,9.316411919229528,1.178389622990387,2.330014559611051,0.0007784084328379404,0.0009244681425937262,0.0008865387471062025,0.0009281229364348498,0.005611303169617887,0.016076269684314415,0.66488481507557
0.0009063907025324946,10,100,250,1.5855278545439202,7.951312777144715,3.976429349018594,0.0008741958312417086,0.0009201975745647406,0.0008861795001051664,0.0009288794450326154,0.0010612030561110153,0.0012937209549201967,0.911849635110535
0.0009063907025324946,10,500,100,7.081448730389818,7.360526386333289,4.189123556582594,0.0008176445065939397,0.0009099222333717183,0.0008844412542869939,0.0009246057467515723,0.006387314827196011,0.014937429150064574,0.24759956177219147
0.0009063907025324946,10,500,250,8.566817088195368,1.6462593705209063,6.871746233700136,0.0006925693980635028,0.0009106670968392905,0.0008838031000435453,0.0009275643950534818,0.00815049894889297,0.012747428255614368,0.426136092270532
0.0009063907025324946,30,10,100,7.388132662648517,1.8300845375611512,2.6930626803686235,0.00036214256388289456,0.0009135195316478661,0.000884176951613469,0.0009239308293498283,0.0013494566799894248,0.024028842652252136,0.8942878578637177
0.0009063907025324946,30,10,250,2.696576651465177,9.866150609036964,4.58344117412391,0.0007821140829011863,0.0009277979803246073,0.0008864710146823107,0.000928921524398385,0.0010668954916996931,0.009098569307918636,0.9247560013174628
0.0009063907025324946,30,100,100,3.716043381239404,7.940651296543801,1.4908596594065369,0.0008172436265165839,0.0009204422258255462,0.0008867471548619221,0.0009219927309620513,0.0012714598808396538,0.004583294158823081,0.8211724041313263
0.0009063907025324946,30,100,250,3.0791148851184573,9.441420992065204,2.068448466807721,0.0008043896977254494,0.0009255249079507255,0.0008838244341475843,0.0009256258286760577,0.001325934883458002,0.0034634970658038444,0.8937949696045175
0.0009063907025324946,30,500,100,4.404658632086775,1.6597894137381868,4.490180784907574,0.000783343870759845,0.0009242218948437575,0.0008849391324561307,0.0009273588099014685,0.0013625325547834688,0.004286628650420843,0.4316237244947414
0.0009063907025324946,30,500,250,1.020112427282433,4.207820143984617,7.596149211110509,0.0008839791252153173,0.0009280702864908896,0.0008840052115761665,0.0009280873909145448,0.0008845061681901356,0.0009285865049886155,0.31991334012446304
0.0010938256293601244,5,10,100,4.259946860355509,5.087475456375236,5.506706545936561,0.0009566755878951394,0.0011072974043613293,0.0010719296423664648,0.001113326676805082,0.009087343817767435,0.06163952557590724,0.6909993752278399
0.0010938256293601244,5,10,250,5.666977770656349,3.780845032346452,8.894998575159725,0.0009396193865638391,0.0011173433563400614,0.0010709629113834218,0.0011191299902610918,0.003510874707360445,0.02200433000284474,0.6966550468537126
0.0010938256293601244,5,100,100,5.855016631156511,6.484022886087049,3.9454054245605152,0.001057690975828418,0.0010983751103663675,0.0010814048059561987,0.001100899403152944,0.004354104569767925,0.028182101916589986,0.655014591374366
0.0010938256293601244,5,100,250,3.7055868506725362,7.667773025585117,3.5411203535204057,0.001025834503362022,0.001103693875591727,0.0010811644235795281,0.0011147999487353122,0.0033273315799451364,0.014294466536387107,0.8354854343132183
0.0010938256293601244,5,500,100,4.547533947409909,2.9403138537986426,6.834464157911756,0.001020403775862988,0.0010812887364850532,0.0010669166611774195,0.0011115262897649636,0.004748288447591342,0.013561944639611134,0.1824986839267091
0.0010938256293601244,5,500,250,4.974553149131402,8.26753136286121,3.787226247367208,0.0010206131243994943,0.0010769570736195444,0.0010791237708736023,0.0011149210537422238,0.003647361674551153,0.00540294605974001,0.46407628135101053
0.0010938256293601244,10,10,100,6.092716287273333,2.8659425141156487,1.9410545844740432,0.0010073419962923769,0.001086192881915915,0.0010667791741243438,0.0011131613544828056,0.0022135329715320395,0.013459386534984574,0.8610989464146346
0.0010938256293601244,10,10,250,1.7416656716263463,8.220392275494834,8.524875321704396,0.0010515604285978863,0.001118879354293556,0.0010673741485736077,0.001120511030531235,0.0015632255895292602,0.0025856540090924973,0.9504355721134852
0.0010938256293601244,10,100,100,6.14651963510031,9.615507893721581,7.008162123170718,0.001001735187181385,0.0011080904035405403,0.0010694920967966315,0.0011198458907164532,0.010055775420277469,0.09467221273329529,0.45563516507125
0.0010938256293601244,10,100,250,5.625881065372912,3.421319900087772,9.13798949459195,0.0009759920938043898,0.001107090507235231,0.001072466337658673,0.001120048693690423,0.004495384423233828,0.022074035574110695,0.7012212335252055
0.0010938256293601244,10,500,100,6.724322526588244,8.520264618969094,4.351667902727728,0.0010230975203311399,0.0011051491436222527,0.0010741766494122285,0.001120900234887534,0.0039125351091267024,0.017657795348682725,0.0914923391712083
0.0010938256293601244,10,500,250,2.23656081543888,4.4107662257330045,4.045831376925326,0.0010326806485645434,0.0011045521204973152,0.0010691340686346251,0.001117411143480851,0.0020430657524517226,0.0028370117908251835,0.5659043036130027
0.0010938256293601244,30,10,100,9.742732593329809,8.484752965425512,6.441736838091289,0.0007022375362266686,0.001112555034599172,0.0010673001276959582,0.001120695590444143,0.008945064609065856,0.13827396482553134,0.717337531354081
0.0010938256293601244,30,10,250,7.105886181636661,8.234825521219364,1.4406190157927772,0.000826421583290271,0.001117075402085499,0.0010675079204982563,0.0011171457442287203,0.0011742952618030156,0.07522573577086433,0.8895711537229795
0.0010938256293601244,30,100,100,5.754364570827618,2.0003795822183807,7.484840932472551,0.0008310948559731024,0.0011129039779103067,0.0010677020459772812,0.0011179981378659498,0.0031726025839131644,0.010360381024617116,0.5619288420826646
0.0010938256293601244,30,100,250,6.984869569134266,2.553358183435087,9.003801413729555,0.0008415460033233124,0.0011077114096229579,0.0010665924919650571,0.001117049918122781,0.004847330049184251,0.047391480859912294,0.5793430044645337
0.0010938256293601244,30,500,100,5.073450789842942,3.505316166231736,6.032172611947909,0.0008765836252764281,0.0011118322298797612,0.001067043794930722,0.0011123199343447965,0.0024707544051982833,0.00783047227710254,0.27005783691039403
0.0010938256293601244,30,500,250,9.807793627980276,4.384899155574653,6.166630646878075,0.0008328217092996582,0.0011109726586180368,0.0010710124618338313,0.0011172756206903056,0.008618591242092188,0.025423089044660285,0.26916169780301635
0.0013200207196544804,5,10,100,7.97511866981971,6.652944666658336,3.999573956779803,0.001110290178216955,0.001324545630714935,0.0013160699229748385,0.0013333044117909143,0.013492933512147864,0.04871116536391118,0.5920770652309095
0.0013200207196544804,5,10,250,5.711721512845896,6.014248823795009,6.213251799325344,0.0012647800702267897,0.0013175176973019287,0.0012901369065905222,0.0013277161842919494,0.011585244534706884,0.06538793917006602,0.6202230961627921
0.0013200207196544804,5,100,100,5.3603709061523945,4.065055402013463,2.944453899960942,0.001222329679473999,0.0013343929434828095,0.0013003705474627925,0.0013394237860466784,0.006512805923539311,0.013614231309000191,0.7572274086974738
0.0013200207196544804,5,100,250,6.440729424307148,8.531976385747914,2.354426316892805,0.0012847875091432925,0.0013149299241015378,0.0012908949220873378,0.0013336266460310942,0.0038636121940573975,0.015049894383415419,0.4317840478855455
0.0013200207196544804,5,500,100,2.7639599786491402,7.1466227943685015,5.324589672011567,0.0012536531178746202,0.0013478229119960883,0.0012904396102222382,0.001348623537398952,0.003149998125143272,0.005463504650501383,0.44829009143948373
0.0013200207196544804,5,500,250,9.611686462930455,6.801151620106689,4.1884106794233915,0.0012468335296822453,0.0013398752031326122,0.0012931089153456199,0.0013413307930743024,0.033072056726432875,0.12539774677371618,0.4233728157805432
0.0013200207196544804,10,10,100,3.42074833513792,3.663721120745847,3.1975257853668064,0.001255131787873509,0.0013502545205372751,0.001288731068428195,0.0013502834679959275,0.001895757777160112,0.00808075098189276,0.859206127526604
0.0013200207196544804,10,10,250,9.063900032228204,4.386634652182278,6.874159545192745,0.001043385597240043,0.0013412136842982925,0.0012891895497999517,0.0013446604844211674,0.0045738724278376885,0.10377810530634024,0.6971583292935628
0.0013200207196544804,10,100,100,7.9569609273402735,2.361882925272921,6.707471099570893,0.001119513706325792,0.001343570576691544,0.0012883093665010392,0.0013528827362774276,0.013322888264241772,0.03656618224374264,0.4912501457861499
0.0013200207196544804,10,100,250,8.239989242970536,7.731544744910408,5.598001360665659,0.0012264150049257072,0.0013025768003873672,0.001287502649700789,0.0013386322576447451,0.010999309554535097,0.049314373792432864,0.5256899774639783
0.0013200207196544804,10,500,100,6.274401129864018,6.423507012325322,3.64789007154363,0.001085932334527806,0.001342826515066342,0.001289133814784904,0.0013459299958662463,0.007600299550562184,0.018738283939263578,0.3934095031799092
0.0013200207196544804,10,500,250,6.232698352722787,4.192263149642207,8.989318677940519,0.0011698797802615069,0.0013323629966301986,0.0012940154395029158,0.001348937879428913,0.012312191275753337,0.04458860831376965,0.26329426578398
0.0013200207196544804,30,10,100,7.177912388328691,6.591083357486737,2.575778773192791,0.0006826223953098065,0.0013332223511801633,0.0012870730339331615,0.0013464617463567752,0.0014642310275772008,0.05803587760180218,0.823643514474336
0.0013200207196544804,30,10,250,2.1893018716546817,2.8892664884693926,6.327264288306567,0.0011754324990167486,0.0013482978231156295,0.0012901486929530748,0.001351654243965772,0.001701756037431501,0.005334400528054228,0.9384063414199673
0.0013200207196544804,30,100,100,9.607355071505122,5.556063602972032,9.602426292992822,0.0008280090720462763,0.0013457281229432017,0.0012870213789577534,0.00134792830068875,0.004447870095510842,0.041527616544679624,0.38740630128883063
0.0013200207196544804,30,100,250,6.554427824057177,9.105020242349035,4.988375719089655,0.0010624081198333801,0.0013447614365518223,0.0012875505001932464,0.0013474171665970314,0.003523839475630064,0.03246613327051695,0.6300515556778682
0.0013200207196544804,30,500,100,1.577102381607367,9.403601850162774,4.625595082526728,0.001270437985606998,0.0013482714495001158,0.0012880237796006888,0.0013507643936048197,0.0015260017975191609,0.00187806889369857,0.41300240077018596
0.0013200207196544804,30,500,250,4.533006105769074,8.792345176555292,3.1833839506586874,0.0010806398355223124,0.0013422768071056357,0.0012871154185869482,0.001342400814446032,0.003187870787706215,0.006994559498747055,0.5015602960108025
0.0015929912899704563,5,10,100,4.545674546975223,2.7530381166662865,1.1140719611585985,0.0015543873352497073,0.0016215502620520184,0.001570350438984125,0.0016230996893966676,0.003287008600027841,0.03669476310531827,0.8999117731412519
0.0015929912899704563,5,10,250,8.236055392437681,2.325701298639614,6.478879397895653,0.0014494416631576357,0.001571576633484062,0.0015546184531425311,0.0016284696805923815,0.027035070447527287,0.20985480026640624,0.6436599618517221
0.0015929912899704563,5,100,100,8.613745540779394,5.277214791706415,9.413809829630463,0.001506285047865763,0.0015930872178293587,0.0015612825282933507,0.00162245581340148,0.04230743076603827,0.099079462720294,0.4302244659712399
0.0015929912899704563,5,100,250,7.289190284495383,2.782110257242972,6.930976413380891,0.0013846430764528073,0.0015795792082284876,0.001554421066735756,0.0016308846609696115,0.007836136121793125,0.011235204612816574,0.5368903322124376
0.0015929912899704563,5,500,100,9.888396514399227,4.518777408794088,3.146306116602794,0.0015234567819317757,0.0016004238647147062,0.0015765075039746446,0.0016004913840335089,0.009934842301982272,0.03774756514114541,0.4318033682286189
0.0015929912899704563,5,500,250,9.303058946970683,3.4746192380488843,6.608906602144671,0.0015028390980103001,0.0016016793427442444,0.0015670190825525232,0.001619085181913782,0.041387619598333814,0.09257970619139266,0.2898970151177278
0.0015929912899704563,10,10,100,3.8727883687086044,2.387162205689383,5.627274713463372,0.0014622585182897385,0.0016299465970244231,0.001560916958137204,0.001632108517062747,0.0038781081685732577,0.05667173698814332,0.8880182076158718
0.0015929912899704563,10,10,250,1.2975691117551902,6.450033767364795,5.12799707924187,0.001538911065362969,0.001627003481857292,0.0015599120062534944,0.0016315840570071405,0.0016650319602007357,0.0022993803263682278,0.9352793255978795
0.0015929912899704563,10,100,100,3.985791006510717,9.11493984075089,2.0238129638006113,0.0015261389987288876,0.0016132288847940934,0.0015541838249744089,0.0016168645088301403,0.002482621299479737,0.006772964497775424,0.8186142664628314
0.0015929912899704563,10,100,250,8.866711233025335,6.949370416909166,7.719977893773235,0.0014614816966391775,0.001588280334939851,0.0015558057815934223,0.001620128617163763,0.02609882877814207,0.11468971884651813,0.5795370915793897
0.0015929912899704563,10,500,100,9.880896270531322,7.938734903165814,8.109301139417987,0.001459849001017366,0.0016213156639230952,0.0015570248348828475,0.0016215245126718347,0.07406479660255316,0.18664091701093533,0.32586141017737025
0.0015929912899704563,10,500,250,9.620860383983974,7.310182189064989,9.648149277297264,0.0014515417300804412,0.0016173513586075217,0.0015541952142179571,0.0016235300877831538,0.041381620842612765,0.17150943593727552,0.31420595146403
0.0015929912899704563,30,10,100,7.375827665635666,3.3993280067408653,1.0161101569099915,0.0010049873095441253,0.0016145568951295708,0.0015559253224863845,0.001630318655215568,0.0017210304971704282,0.060787225704513004,0.8680611385431436
0.0015929912899704563,30,10,250,5.839511903570324,4.736946488178603,2.626070958956741,0.0008230988506487957,0.001628580448019168,0.0015532631396870666,0.0016317944393187123,0.002782872437915529,0.024290820955760406,0.8959693350637329
0.0015929912899704563,30,100,100,8.16154825722133,6.952493459701971,3.8792086774790677,0.0011079443468786643,0.0016120400035390947,0.001555253312410132,0.0016296703740756868,0.004348682528511061,0.033232948384331884,0.5351031747754569
0.0015929912899704563,30,100,250,4.778525284677284,2.3958257470202993,1.1030181348855146,0.0014844307020480674,0.001616401527904321,0.001557000184473356,0.0016242189367752236,0.002080625516440282,0.008644387599582526,0.852002189868518
0.0015929912899704563,30,500,100,2.3926758371009607,2.4497006714226934,6.788697673892864,0.0014881399993205147,0.0016249295458108381,0.0015534057759942765,0.0016259892771479656,0.002134424767069376,0.0030543727286787004,0.3855332903790823
0.0015929912899704563,30,500,250,7.58430377626914,3.241337414391018,1.2080997440359205,0.0014066444931888356,0.0016038060258829478,0.001559278866817948,0.0016041249327196638,0.004763688805123012,0.011701349174749964,0.3722032526801742
0.0019224101653388978,5,10,100,5.2286782576269255,7.60358419820987,5.053046499163088,0.0018900492903419774,0.001922935013151994,0.0018900602921039233,0.0019471904954075914,0.0027465774366906004,0.09028826425536685,0.7777259200082166
0.0019224101653388978,5,10,250,5.893527355937354,4.542902494466638,2.7822342314702135,0.0017983229021931724,0.0019574712640013647,0.0019036182854119676,0.0019589266621673485,0.004010308852441913,0.029843585071765988,0.8110277678421728
0.0019224101653388978,5,100,100,3.00840908946325,2.568889513743811,7.059561355533886,0.0018345395878465176,0.0019026487179176765,0.001884216649512771,0.001965956386307921,0.003449177587673713,0.0059193491823470445,0.6003672868316502
0.0019224101653388978,5,100,250,3.1299059487431697,1.458131463322156,5.229861046365486,0.001795682503444862,0.0019644155042322087,0.001880160685212351,0.0019689281704571293,0.0031551007872212544,0.005290176437214855,0.7695664054868758
0.0019224101653388978,5,500,100,5.55871855253044,3.2403649464930018,4.626226803084851,0.0017750667627778327,0.0019660173744306952,0.0018945509228691648,0.0019665735231078063,0.010893237619211904,0.02608252245430087,0.00011937107501364244
0.0019224101653388978,5,500,250,8.909538368745551,6.575262793111752,5.947258619410103,0.0017537912523930554,0.0019243603858041247,0.0018890512047895491,0.0019247539360427446,0.007029860024707846,0.02461417988736736,0.14670383715201388
0.0019224101653388978,10,10,100,5.8218512214464155,7.203056900968693,8.450639267663501,0.00169243791179019,0.0019169689059235218,0.0018763036631312957,0.00196809882953497,0.017798568415239968,0.21788323950327593,0.6441636608158635
0.0019224101653388978,10,10,250,3.0271334078728587,1.2784729559024877,8.50121629599606,0.001760836116009079,0.0019541513725116477,0.001875947207223616,0.0019696021705046807,0.003719150107587721,0.00902678355828912,0.8803562895050269
0.0019224101653388978,10,100,100,4.056863299980251,8.013135962502158,6.334601258711475,0.0017384562051816488,0.001956879573000281,0.0018749045152370858,0.001961629996275027,0.006065712602275175,0.014099715917280209,0.577576853899088
0.0019224101653388978,10,100,250,4.032182554563764,8.315095799867095,6.630786544168979,0.0018104258479121338,0.001957821780924185,0.0018842593512509165,0.0019669144447462816,0.005448830815762751,0.011410529622019494,0.7270260218229448
0.0019224101653388978,10,500,100,1.2789220514812856,9.339126874829615,8.621025159321258,0.0018689309553405753,0.00196827694237367,0.0018754600211394745,0.0019686835966379324,0.0020664610795815275,0.0021483981043026734,0.4405165083451406
0.0019224101653388978,10,500,250,5.274630349837936,7.249998092157736,8.350470180746413,0.0018388012768166817,0.0019507945873693533,0.001875509615530735,0.001960309813243688,0.008221054088619395,0.024100586090970877,0.14159188973590284
0.0019224101653388978,30,10,100,1.202755573423626,7.381177823734185,9.903862057255933,0.0018610716707490038,0.0019654355844209714,0.0018751658024351858,0.0019665205718966128,0.0019021414329940534,0.002271283959750736,0.9353151476439066
0.0019224101653388978,30,10,250,1.7348407500655136,1.2256807343938085,9.690338887538875,0.0018240751601770189,0.0019662819772174878,0.0018743685811928312,0.001969223692663391,0.002064880155286053,0.0031590805038843595,0.9227488644033874
0.0019224101653388978,30,100,100,1.5731110707744207,1.9288425782665382,2.046429912344303,0.0018754852592319793,0.001966128129159639,0.0018780393489303826,0.0019689233021695784,0.0020878018973586876,0.002271522991564412,0.8644963794873186
0.0019224101653388978,30,100,250,6.182698866437122,8.307682878412654,3.1822753012153546,0.0014682654095683478,0.0019531099865026658,0.0018761534545155278,0.0019600944319830838,0.003868020588203347,0.0321128508554811,0.6369189405279234
0.0019224101653388978,30,500,100,3.302357676315978,5.491184629373307,4.716754559470732,0.0017018962137591576,0.0019583773239815194,0.0018746699177354387,0.001964150793266617,0.0030154679249607685,0.007251434329144546,0.4249598658304345
0.0019224101653388978,30,500,250,1.074256012169675,6.423461686168212,8.628727408729503,0.0018740999216955156,0.0019697410202241805,0.0018749265131208226,0.001969950854538105,0.0018871811774350267,0.0019825966178768084,0.36639350097068185
0.002319950439821217,5,10,100,4.162481221308457,8.273708574206164,5.448626208245796,0.00205188832822345,0.0022760709339968432,0.0022861250896184515,0.0023718645075347933,0.008338922667977977,0.03667149765015831,0.8383919433065131
0.002319950439821217,5,10,250,2.6667928777452192,7.474432179055418,8.915732301986296,0.0022241319785849534,0.0023606576460459827,0.0022838244693399457,0.0023751832818605934,0.0054904707689835686,0.018977510734095704,0.7949546894927344
0.002319950439821217,5,100,100,4.114229839268859,6.177184339727916,7.119548250109984,0.002131638467428365,0.002371711560399614,0.0022669553863192693,0.002371717863111522,0.015300149635799842,0.03892893260921548,0.4223772881133608
0.002319950439821217,5,100,250,8.117211069120899,4.218710488721495,4.889038333222765,0.0022561276660053586,0.002317531260625394,0.0022686415979491503,0.002347747489714447,0.008778824033801813,0.061879978753597964,0.5228480029084815
0.002319950439821217,5,500,100,6.0029685372235315,9.672644014131958,1.8091903987411104,0.0022840561995840503,0.002300672165284956,0.002284090949420392,0.00232570990219072,0.008032386492386134,0.02447510994448243,0.16513425346126467
0.002319950439821217,5,500,250,9.810690358407715,8.94190244575556,2.177353086473272,0.002273918894317495,0.0023312245878617244,0.002316188916152262,0.002339228028817253,0.01092863432127067,0.058552540565942834,0.5112206697288532
0.002319950439821217,10,10,100,7.192831767294596,5.577520444532463,2.022631378456402,0.0021205271843669493,0.0023666037630660774,0.002269597270248447,0.002376370755309498,0.009571607814425231,0.06926725169048442,0.7572585052538235
0.002319950439821217,10,10,250,8.195372324649608,2.661127558665124,6.376397048539033,0.0017713548264826073,0.00228733799914016,0.0022631436966800145,0.002375721012127352,0.004912660218793441,0.08065075480667483,0.7771324350144894
0.002319950439821217,10,100,100,2.0420954211063345,1.3361338843936925,2.2959601264007587,0.002227685751694075,0.0023660257998745493,0.0022620969778730515,0.0023727069463224115,0.0027994213266178125,0.0033903367140979412,0.9053658167487261
0.002319950439821217,10,100,250,6.850340167261673,1.0328246196204303,3.768595412067961,0.0021063489517898493,0.002351541997738238,0.002265332149361754,0.0023722086481012816,0.007679471973135676,0.013238094147059343,0.7519563959190096
0.002319950439821217,10,500,100,6.181435728796926,8.72125077674935,4.083091204744502,0.002122439825615885,0.00235937363003913,0.002266283811781067,0.002369236162417021,0.012814934386403909,0.022853747837344063,0.3189532316924027
0.002319950439821217,10,500,250,9.019165894489355,4.721216082303135,8.026623439372909,0.002066520955341211,0.0023136859686867517,0.002264922895342414,0.002344924176090446,0.013227703287801429,0.027092553669490593,0.3510891029953752
0.002319950439821217,30,10,100,5.49873954083187,8.790627306106073,9.470202714203934,0.0017872425584235518,0.0023678344423236908,0.0022622768417066563,0.002375043906656771,0.003132881174502611,0.14056221605500552,0.805733702400294
0.002319950439821217,30,10,250,9.004353917823707,3.9223321066911585,6.9765427270016325,0.0009615848746644673,0.0023550075086680167,0.002262107043713879,0.0023688067805085478,0.0032228250281358672,0.12296415957976525,0.7652712879482269
0.002319950439821217,30,100,100,1.8532451884817016,9.985169681931525,3.4121336416161157,0.0022009266222970947,0.002366469433209506,0.002262045704238158,0.0023718700808477156,0.002550128716642952,0.003770559946618457,0.8106024041248386
0.002319950439821217,30,100,250,6.312096122764339,6.754263497219553,1.7077610442828586,0.0020644303342316483,0.0023705279700583226,0.0022647317573167847,0.0023705520082586418,0.00535744503573965,0.0249034155101997,0.7135162988341981
0.002319950439821217,30,500,100,1.7021146914275649,7.658656756617983,8.945420058452388,0.0022254691718803787,0.002357886066244541,0.002262993228824728,0.0023687174680142586,0.0028752241059391004,0.0036528920813874155,0.23428819450180707
0.002319950439821217,30,500,250,2.140124778499832,9.979828403701767,1.4540595044779796,0.0022539395288736497,0.0023689840917087146,0.002266028616794147,0.002368991911657181,0.002597832969463587,0.003789992132319231,0.624977208727491
