overlap,k,dim,samples_per_cluster,aspect_r,aspect_mm,radius_mm,min_o_exact,max_o_exact,min_o_lda,max_o_lda,min_o_heuristic,max_o_heuristic,ami_kmeans
0.00011464530086073624,10,100,250,1.0709908178775622,9.758014894277524,4.2695779561776845,0.00011178745648576793,0.00011713633107768295,0.00011185099035504464,0.00011719370976082111,0.00011326051871463072,0.00011839402126190279,0.9487500426050048
0.00011464530086073624,10,500,100,6.085744740431693,1.0433947456923267,8.971495736241678,9.415516506283694e-05,0.00011428475961894335,0.00011200615939355174,0.00011708120512543552,0.0009501113626535496,0.001775605485168752,0.2731500135999653
0.00011464530086073624,10,500,250,2.168570162647555,4.324962900326883,1.1503409674318963,0.00011228719081834981,0.00011567347613317125,0.00011229225320463776,0.00011586186672651877,0.00016283844412523507,0.0001987597741606173,0.913114670101543
0.00011464530086073624,30,10,100,9.444189308963608,4.507401073951858,1.5438642556909974,5.3462092490130786e-05,0.00011735328098438913,0.00011185172739702764,0.00011735328248896337,0.0002048136002099632,0.07450364154042366,0.9045088830067505
0.00011464530086073624,30,10,250,3.050888201989203,3.030914458083363,2.8539687269059044,9.343690232421764e-05,0.00011525790281474713,0.00011181695908013545,0.0001168548835763783,0.0001620117086436057,0.0020769699573717215,0.9688424657080642
0.00011464530086073624,30,100,100,7.696720419859666,2.4595995513362094,4.728765482426244,8.040724765590035e-05,0.00011670756722592657,0.00011183280956950092,0.00011737034019643211,0.0002302267128724278,0.003774499292765743,0.7256043618347177
0.00011464530086073624,30,100,250,7.645707535249914,1.0994626685232325,3.689143506114096,9.029874277688421e-05,0.00011708231583340556,0.00011181271476679022,0.00011727599823552204,0.0004982998600542299,0.0028514543869377906,0.8330273869135633
0.00011464530086073624,30,500,100,4.383492328277697,6.516717852270437,2.8788127610175818,9.112086607343528e-05,0.00011723644344296957,0.00011177922012062247,0.00011728425445989288,0.0003069550075269767,0.0010312609664833161,0.47382040231699385
0.00011464530086073624,30,500,250,9.537848969572316,4.597407426029422,1.1104477806073976,8.884118796625984e-05,0.00011651043314042653,0.00011189448122705947,0.00011744032643523639,0.00037117930333319116,0.008696274811825777,0.45948884127488127
0.00013835310536261823,5,10,100,2.30913792641425,4.595169634096839,3.4662871354418763,0.00013699125456012595,0.00013834567744330784,0.0001405965392586861,0.00014176201562010604,0.000279919230555592,0.0005648779029869821,0.9929637803440484
0.00013835310536261823,5,10,250,7.951068108225138,3.518765084288762,3.0031929024287933,0.000121837171137118,0.00013350886788221494,0.00013503118433688677,0.0001357951194407292,0.003929880236879013,0.007644938477041174,0.707395766410034
0.00013835310536261823,5,100,100,8.887768637081088,6.12235050079314,8.05161919265026,0.00011646320418345901,0.011773282998424284,0.00011842888793611728,0.01276859396223018,0.02857448433515808,0.06967097995653204,0.19620399710237363
0.00013835310536261823,5,100,250,5.123343958688203,8.150028095583549,9.525966984419973,0.00012445976316644014,0.00014009250474811275,0.00013610526727680927,0.00014094318446922216,0.0009496411262823745,0.001830923279165786,0.5719661423768599
0.00013835310536261823,5,500,100,7.246036686149931,9.123234645228015,8.203973655887353,4.706877110294272e-10,0.00024223873457085432,4.972717793094716e-10,0.00024257629494628397,0.00196696331054369,0.03707403418784949,0.3962085262942116
0.00013835310536261823,5,500,250,1.4220718198829267,2.594249046712172,6.831909266903339,0.0001339470152550426,0.0001413427766971953,0.0001349481232744143,0.00014177331539366733,0.00016010450466974468,0.00016975918309847238,0.6780961425209411
0.00013835310536261823,10,10,100,5.278284344092926,4.383406302414066,1.0954678112324299,0.00012732117990399416,0.0001403787569995707,0.00013502069858528642,0.00014075368890176243,0.0008259584217702454,0.0036569548003804186,0.9851333471190945
0.00013835310536261823,10,10,250,3.9804269852835805,9.442566422659315,4.205093527643175,0.0001267711364791868,0.00013854251406608675,0.00013573194665972288,0.00014048482961315223,0.00033855653736525326,0.005381462651039559,0.921707555623831
0.00013835310536261823,10,100,100,3.5058223010039917,2.8267693288350513,4.734324490968046,0.00012584022691464192,0.00014041282682120126,0.00013539249083072136,0.00014117578762862237,0.00035568079971781685,0.0008523889081057945,0.7685276287230743
0.00013835310536261823,10,100,250,9.945858479198968,6.977110912292498,6.911390642254176,0.00011846407354232369,0.00013764910706859368,0.00013492976131290746,0.00013951056356753533,0.001854674662276068,0.014693582851758924,0.6555330144568152
0.00013835310536261823,10,500,100,6.121160658772723,5.551254217159546,2.784095764591944,0.00011564951733533668,0.00013894766470712305,0.0001354931620261013,0.00014027523794601926,0.0007682109675637427,0.0020678005849859016,0.3810240266239697
0.00013835310536261823,10,500,250,6.924110652225777,5.423967654783651,9.321103487169669,0.00010615459900176205,0.00013907106945421077,0.00013569693934400995,0.00014128684984471285,0.003706395574295307,0.028031820620652237,0.3716253597190897
0.00013835310536261823,30,10,100,2.485342179154155,3.9093752704064153,2.3550225070911277,0.00012531200307086543,0.0001404079143845216,0.00013494408774783473,0.00014157816031024062,0.00018300403375559604,0.0006725100724880306,0.9630382746673114
0.00013835310536261823,30,10,250,9.478886975088814,8.575428744804055,8.346812579062764,4.874630596329865e-05,0.0001404344243043365,0.00013494253921053634,0.00014175557682460926,0.0010924601808650625,0.051089864438527144,0.830049326035343
0.00013835310536261823,30,100,100,8.777684299018082,9.653269926250962,1.9717565678165827,5.851142248936014e-05,0.0001400996825995371,0.00013499241921688387,0.00014126804221192835,0.0005688698148318405,0.019128638645987905,0.7265500999321347
0.00013835310536261823,30,100,250,1.1215438576263033,8.611043344783642,6.16299414639875,0.00013474679844760473,0.00014162607021095397,0.00013490701250007398,0.00014165359755580198,0.0001379857367211912,0.00014564533548133696,0.9332254861811775
0.00013835310536261823,30,500,100,8.447957512984098,4.808833457627231,4.694645902349254,9.906253033786783e-05,0.00013808163659945194,0.00013528912343696575,0.00014058243722203656,0.0021388868730911614,0.009315839754388655,0.32160493911664745
0.00013835310536261823,30,500,250,3.8596161111926417,8.501544676901812,9.31290214418452,0.0001060002362931467,0.00013742321450571637,0.00013489453825865638,0.00014030684501697976,0.00046050841154388067,0.003462109717474293,0.3543607671334952
0.00016696350936120516,5,10,100,4.977932328235774,8.670042064961978,2.1835653616592405,0.0001609043172097202,0.00016877105779378176,0.00016305156481277727,0.00016877120125990963,0.00202399192122682,0.026611159065410117,0.8556672275978233
0.00016696350936120516,5,10,250,6.346957784453145,3.8077589497530027,5.322718399115045,0.00014154541047872726,0.00016726126231381144,0.00017027715332740279,0.0001705941569991598,0.0024597586656258663,0.03748286150738722,0.7652888315875157
0.00016696350936120516,5,100,100,6.715522658900202,1.0240845078548344,5.562556735290764,0.00014563029588043896,0.00016147034661639914,0.00016393374148671036,0.00017055326044701502,0.0007521981959059953,0.0027075084132863747,0.7184747663701606
0.00016696350936120516,5,100,250,5.646625256826222,9.240252650895922,4.5898846437250675,0.00015216846261711936,0.00016779267539557274,0.00016392648064411652,0.0001704403863656001,0.0047560581120953405,0.012099723746531454,0.7517996416227368
0.00016696350936120516,5,500,100,9.35701366300349,3.5409874094449556,1.4573680304389254,0.00016594490043786436,0.00016831322047750064,0.00016814098583428638,0.00016883364441877546,0.001457753877798007,0.003487734577073187,0.2637541856304273
0.00016696350936120516,5,500,250,9.226167832982991,4.9594222603004985,1.6207683205658043,0.00015871378527809732,0.00017077153919387023,0.00016421855104975513,0.00017079489014593108,0.0020774016588709365,0.005165637924143152,0.4771309440498123
0.00016696350936120516,10,10,100,1.1717558634049707,9.174784663171257,6.559482656245229,0.00016186706055987266,0.00017056817133864755,0.00016287203072273826,0.0001706972772645976,0.00016808263636924892,0.00018101849152407645,0.9775074496067128
0.00016696350936120516,10,10,250,1.5667882836418565,5.0615735615709605,6.548188959338533,0.00015817357209568783,0.00016919999575359945,0.0001629759580215051,0.00017105458468047452,0.00018144246222906446,0.00036684922587815194,0.9658825491646669
0.00016696350936120516,10,100,100,9.343356477849417,5.542623758432547,6.925786205468081,0.00011825701438450409,0.00016085345503880077,0.0001632053222357932,0.00017000331516237033,0.002129809393921711,0.016679828045190304,0.43693924628837055
0.00016696350936120516,10,100,250,7.113469864918813,5.314827532421399,9.617605310201991,0.0001410284079306212,0.0001680061988551529,0.00016347822372653198,0.00017086879544847555,0.0022538784686345625,0.0375005286854857,0.5169364112734688
0.00016696350936120516,10,500,100,2.209025215449169,6.577362669729853,7.822664643013538,0.00015499290082865436,0.00017034533955140319,0.00016289937687186118,0.00017064145824563504,0.0003368406022468129,0.0005928988513805855,0.43395472375196
0.00016696350936120516,10,500,250,8.585961569267063,9.640356144253204,4.51530245647443,0.00015428652550864008,0.00016944204552915565,0.00016336746874268115,0.0001699396784966556,0.0029285924385171747,0.010781866743047264,0.3195870774000081
0.00016696350936120516,30,10,100,8.669734250526734,3.13966367307451,1.4096701226156336,5.6182042988961456e-05,0.00016979381215542766,0.00016300387283574302,0.0001707303279510075,0.00024837485243067725,0.011761316177913095,0.9498003375934588
0.00016696350936120516,30,10,250,8.46897554371273,7.861108078034659,5.1627511638859325,7.96586848559322e-05,0.00017020215776142322,0.00016293439222292427,0.0001710263357916908,0.00021314985688936083,0.03458111808174169,0.8662717863756697
0.00016696350936120516,30,100,100,8.440336771398492,1.1481146340126167,6.100023827319319,0.0001193405770296696,0.00016741949855925142,0.00016287401481807073,0.0001700186260946701,0.0014208472901118263,0.007327480951944354,0.6050916532288635
0.00016696350936120516,30,100,250,7.5917710379836345,9.954665640350765,1.2704014929064282,0.00011156228905973009,0.00017093483358565642,0.00016329420262350958,0.00017105689877205954,0.0007173646765770147,0.006771394211806392,0.8400962230325307
0.00016696350936120516,30,500,100,3.076463008489188,4.76461517404109,4.424715267163096,0.00014700670425416007,0.00016805768686367628,0.000162867709533554,0.0001687002030617002,0.00046471021430827264,0.000824355123212106,0.6036715723569983
0.00016696350936120516,30,500,250,1.4578869359119728,3.3682019011372404,7.005040108585135,0.00016110785508294256,0.00017014836227535746,0.0001628798194843739,0.0001707798442454056,0.0001869110182612932,0.00021195027493536855,0.6167145758842987
0.0002014903343524181,5,10,100,1.4555094644798483,3.873276857970247,7.587754259192201,0.0001927025137826721,0.00020151308110305521,0.00019705748619758268,0.00020651133605653627,0.0002296750339230158,0.00044333746667257756,0.960912931699821
0.0002014903343524181,5,10,250,7.907937153335849,3.1850406608865476,4.657892843856102,0.00018612433754494617,0.00019776651580505344,0.00019777020733813266,0.00020195948327605961,0.0012817327239702525,0.005679302711008027,0.7924837815851176
0.0002014903343524181,5,100,100,2.298133601016536,1.5846837647850072,7.922634236088446,0.00018890744805899473,0.00020127982061501903,0.00019656865614758878,0.0002062902743562578,0.00030957304376100225,0.0006064795658664579,0.918250693056864
0.0002014903343524181,5,100,250,3.214819124037205,6.872769784527298,1.0039268605594143,0.00019400280326631325,0.00019936778782980724,0.00019708429158105112,0.00020091820845369313,0.0002655424346800217,0.0007871839930697622,0.9786873774596656
0.0002014903343524181,5,500,100,3.334463437378087,4.396871902947016,4.459283612991367,0.00019149958788955423,0.00020459400114414272,0.0001983752732734878,0.00020514847540242798,0.0004872194270453267,0.0007448250106631971,0.31822586297691496
0.0002014903343524181,5,500,250,9.804308571165427,6.872933579577605,3.2365840114345645,0.00019325445662721208,0.0001999216649954949,0.00019869270553529716,0.00020347652041752262,0.0018870822833390033,0.010691167459372375,0.3926450600793362
0.0002014903343524181,10,10,100,8.543485977347359,1.3909257710294993,3.7997032937444444,0.0001447103153977558,0.00020377049814346293,0.00019768350032167703,0.00020553026138037112,0.0006594669431607691,0.007536587475956091,0.8647272709712135
0.0002014903343524181,10,10,250,2.2947764657054703,9.403760992887891,7.623330262792914,0.0001861367138906722,0.00019961897466491685,0.0001973350081621028,0.0002058875517856329,0.00039647160776801194,0.000939823182436017,0.9209029959729813
0.0002014903343524181,10,100,100,9.305104401690269,6.17125042011042,1.780744561972009,0.0001975509039533474,0.00020310133307854805,0.0002008971815339322,0.00020558025911543432,0.0018383444950420547,0.01421194829466188,0.6524607214315925
0.0002014903343524181,10,100,250,1.2363075654667353,2.0085742184357653,8.031334156571756,0.00019660585452663248,0.00020616690708519236,0.00019704014064614306,0.0002063708631048211,0.0002039854867799118,0.00021436194413393395,0.9053305342606224
0.0002014903343524181,10,500,100,8.468726479468053,2.130839698393273,6.656166621710405,0.00017363341822540512,0.00019844299045579383,0.00019740249468647164,0.00020506085633509308,0.0028000583984653105,0.010853189880452252,0.24969791494035865
0.0002014903343524181,10,500,250,8.13569284637638,5.48495448419987,5.670912147927546,0.0001622563466292526,0.00020489417387636877,0.00019697935410012413,0.00020534416516926335,0.0017798881593007465,0.013948184440279121,0.4812523539301401
0.0002014903343524181,30,10,100,4.827125292101725,2.4905608997196325,6.492080966465384,0.00015554410457307988,0.00020642339642140684,0.00019651987915580982,0.00020647491972969334,0.0003022329805459911,0.006869318752768416,0.9185959216978768
0.0002014903343524181,30,10,250,9.045650194877886,6.544572816377641,2.403811365214129,0.0001565191857864079,0.00020619002626687255,0.00019673211538751012,0.00020622732476272,0.0006786243200154196,0.08981128899859336,0.8194471127846892
0.0002014903343524181,30,100,100,2.293262580304558,1.4177980828085466,1.0034541126141128,0.00019629967911516388,0.00020625775319760287,0.00019660699734203035,0.0002062621881411264,0.00023989993284523337,0.0003679454526142045,0.9593784690175421
0.0002014903343524181,30,100,250,9.643659652192754,1.868008185369727,3.867205397849203,9.39140625955126e-05,0.00020448570467102023,0.00019672218100064143,0.00020468849224308805,0.0007338952706470447,0.00818731507643844,0.7415743113072958
0.0002014903343524181,30,500,100,7.1824705705483,2.1886428349023284,5.37642294079426,0.00015455385590601445,0.0002058802954338912,0.00019679806152050894,0.00020623846890188702,0.0014944590403631608,0.0035697692745799703,0.31960721391716806
0.0002014903343524181,30,500,250,4.954395810166534,2.6465637569053015,2.0118470349170128,0.00017115640674125743,0.00020413077298719884,0.0001966099216768047,0.00020425894129427746,0.0006258229239708424,0.0013769915155332768,0.6604785624427956
0.0002431570526564559,5,10,100,7.4201438518284,6.120814329156222,7.8304990795990586,0.00019649838095969763,0.00024138397584017035,0.0002416490815801975,0.0002468403957591736,0.003237995608207589,0.032047697864324265,0.5552799503936334
0.0002431570526564559,5,10,250,6.4304027778231285,7.219879953833264,9.907564213780802,0.0002244404856170945,0.0002473806003047141,0.00023833229552372437,0.0002481133383145373,0.0013254003344251863,0.10555737480943228,0.7069205048494493
0.0002431570526564559,5,100,100,8.822810724619979,3.559503538389959,9.756026153147896,0.00022715155332697634,0.00024465668179285416,0.00023946378893136,0.0002487105983595139,0.007943441196820222,0.04905876768455886,0.46218202964543476
0.0002431570526564559,5,100,250,1.3686783634851087,7.989131416065877,3.5764265806936084,0.00023491491070570802,0.0002469349966056633,0.0002371796441784646,0.00024855006297808124,0.00028925766359377825,0.0003064611454863808,0.9864981524144133
0.0002431570526564559,5,500,100,4.4430222681435225,6.7301910445029485,7.421453655520232,0.00022796929344637284,0.0002421737157938253,0.00023782831699836748,0.0002466366637161599,0.003393481992098435,0.01499445655876186,0.5083082726793016
0.0002431570526564559,5,500,250,6.170051491414445,3.7346546915321044,4.772854166238115,0.0002305462911114109,0.00024616892407136604,0.000237277980899675,0.0002483101841630475,0.003425404167462842,0.012124029717656803,0.2126612898480798
0.0002431570526564559,10,10,100,7.095970332844377,2.383272077633924,2.1190614967979418,0.00020409811373789388,0.00024690628267221015,0.00023737010128477287,0.00024790477028902025,0.0008114299579695672,0.00857857442358756,0.8829208317326629
0.0002431570526564559,10,10,250,6.350879989661879,1.8041041046042745,8.693461266810761,0.00020635224818077447,0.00024144956517879734,0.0002379290633240938,0.0002471829016343907,0.0007973882647922537,0.011786278334605216,0.8616058327162913
0.0002431570526564559,10,100,100,4.314757299645664,6.979203108782227,5.59433433852046,0.00022308261565773257,0.00024807111767710666,0.0002370858418268007,0.00024812945371710526,0.0018324756095859929,0.006644253121980359,0.722286564170064
0.0002431570526564559,10,100,250,8.538909406083121,9.721736679864149,4.545503178522681,0.00022987635329330125,0.00024379306463750972,0.00023880650641161516,0.0002467103850714025,0.002567016503982611,0.023604354704787056,0.6404925226588618
0.0002431570526564559,10,500,100,4.151002159065233,3.02897793949667,9.96105187911276,0.0002244416978323116,0.00024818622167588344,0.00023842360202719348,0.0002488184206921318,0.0009517633116058466,0.0035928397795026434,0.11831368377469244
0.0002431570526564559,10,500,250,8.619923337270267,7.980838422030492,4.027790567527576,1.878660521836828e-05,0.0002484332353938079,1.9039054980352077e-05,0.00024878398577099503,0.005683780330819399,0.014599973669858546,0.5477799696843207
0.0002431570526564559,30,10,100,3.332996221011295,8.102078479345147,7.27457369540699,0.00017523148019371604,0.0002451632430573447,0.0002371601255910516,0.0002455436884238882,0.00028830708110905157,0.009892923944015974,0.9129205410964659
0.0002431570526564559,30,10,250,8.817510305051659,9.175763604837439,4.173293844213508,0.000145587575571815,0.0002490935964503116,0.0002374328469489928,0.00024909380807502934,0.0007026804694261202,0.030825032867342284,0.8858807480205925
0.0002431570526564559,30,100,100,1.5910774516946247,5.7619561777252075,6.761842092818224,0.0002307322425900704,0.0002479123236367453,0.00023748995652472793,0.00024904038010276075,0.00032281947626611185,0.0004475612580983057,0.8181247107809648
0.0002431570526564559,30,100,250,1.374267538105154,3.195768673256061,6.237225795649378,0.00023486048808707416,0.0002483479389487897,0.00023710846272684272,0.0002487554265235836,0.0002582759811635693,0.0002892980686630686,0.8623852555722706
0.0002431570526564559,30,500,100,4.0266987973007025,7.75533283874036,9.292755614606158,0.00018702160259564948,0.0002413781387082814,0.00023712224179828212,0.0002459304894244507,0.0008428224815566487,0.006668755228328216,0.24286348262576393
0.0002431570526564559,30,500,250,6.8001696726435075,6.89987632772052,1.6977300220690363,0.00018387539734954217,0.00024790043846145693,0.0002380493454237076,0.00024790570984278837,0.0004732844811312642,0.0076333525153249315,0.4175649452987004
0.0002934401416653607,5,10,100,3.302714396328124,4.458369202496849,2.642398000998795,0.0002890395053385397,0.0002980670201466751,0.0002918252868593374,0.0002991839253037032,0.000772917816568075,0.004756617091683735,0.9222868795089496
0.0002934401416653607,5,10,250,3.6743863988643537,8.877675949297231,1.7408447889637368,0.00027365714669613794,0.0002999938893493148,0.0002897578708194182,0.0003002653211452433,0.0006096118813183615,0.004946018370207694,0.9474724456333792
0.0002934401416653607,5,100,100,8.019843427797305,8.174504508569344,8.544949187964942,0.0002590726507829544,0.00028837675711468336,0.0002885026922812006,0.000297934956823509,0.00910146984928728,0.05557991066432466,0.19811115692560863
0.0002934401416653607,5,100,250,3.9494385495461897,7.283852011810895,4.06732828763573,0.00027974039777367565,0.0002949180791129713,0.00028862524996098315,0.00029737069297919305,0.003834257682187925,0.00826296112071545,0.8447556348083888
0.0002934401416653607,5,500,100,3.9365002578534005,8.100620711249324,3.280165647734114,0.00028677361251627786,0.00029893013733839346,0.0002889986382401677,0.0002998852334714641,0.0006672335463606682,0.0029530202540957173,0.5393597149247321
0.0002934401416653607,5,500,250,6.764627911691303,5.029528215953513,3.2041970228962153,0.0002748884569443444,0.00029095204864759694,0.00029177849297834513,0.00029831723025841583,0.0029428358354604,0.005155024103477679,0.4769323159430628
0.0002934401416653607,10,10,100,9.99763723758424,8.050176884383418,9.656244742533696,0.00021432594050518894,0.0002965510985402098,0.00028664299877645405,0.00030053914275463,0.0021696969456512782,0.03480647980237084,0.6735134345228948
0.0002934401416653607,10,10,250,7.342697225782997,9.54325294190669,7.567601150663547,0.0002558672419008534,0.00029563298835388885,0.0002868637256299156,0.00029989190614987393,0.0007577094396460371,0.06902140038889892,0.8120681272851994
0.0002934401416653607,10,100,100,7.432387947345947,3.9457230949514255,2.759441645400031,0.0002777120179526804,0.0002942763316198249,0.00028680343225917504,0.00029883036747935243,0.0008363319077635545,0.011126248100754577,0.689758827817605
0.0002934401416653607,10,100,250,9.262616999888163,1.3309242897768734,6.0148017592543015,0.0002589387702400803,0.00029908074189566314,0.0002869126366169539,0.0002998222302397213,0.00415064053051073,0.02655203137379747,0.6936919021738559
0.0002934401416653607,10,500,100,1.1464717870189731,8.107741030616657,5.879032985092456,0.00028606347175474944,0.0003003044723148829,0.00028651229762854946,0.0003005620985987445,0.00029787307379325334,0.0003111692736530447,0.44452359194780283
0.0002934401416653607,10,500,250,3.3771652306040734,1.461400434092525,2.982407086010782,0.0002699830750767518,0.0002966102981190044,0.0002870686083076279,0.00029874451258660173,0.0006121937683809531,0.0009483206103229058,0.6850648885983571
0.0002934401416653607,30,10,100,1.8936430704700153,9.876488044768372,3.421150219493834,0.0002704154820001303,0.00030067182764392797,0.00028683480332469813,0.00030071902543915563,0.0003344456321130451,0.0008635102082776847,0.9649077367063146
0.0002934401416653607,30,10,250,2.098564765788405,8.112165476735782,2.8027345091355755,0.00026413163504890314,0.0002944726371141293,0.00028631499689923956,0.0002977639103662888,0.0003297910141650817,0.0014095804839853177,0.9481534554637744
0.0002934401416653607,30,100,100,2.3486685057048637,8.267161336786065,6.664131737460634,0.00025568933355013534,0.0002957361700892669,0.00028634925111226117,0.00030022480844604793,0.0004148873773390793,0.0011418748663476475,0.8040730646937886
0.0002934401416653607,30,100,250,9.937626619129222,6.724688803430749,4.970552333071251,0.0001515008931221029,0.00029573313294584125,0.00028665902632152296,0.0003001756321936444,0.0017780346365681154,0.014412844106444611,0.605907036367512
0.0002934401416653607,30,500,100,8.359284461584792,3.554497392529516,6.569869001723906,0.00020846593124801416,0.0002980542401758157,0.0002864444480246142,0.000300175544772463,0.003721316446802625,0.009709940112917259,0.3202387900225149
